#UC Berkeley, ABC 1.01 (compiled Jan 25 2024 13:39:36)
#abc 01> read_bench "./lazy_comb/c880_enc50_3.bench"
#abc 02> bfs
#BFS Adjacency Tags Updating...
#Adjacency tags successfully updated. Run "list" command to list network.
#abc 02> scan
#
#Launching Leakage Analysis...
#
#Set Number of Keys considered to: 7
#
#Network List:
Node G269gat:	Gate = OR ,	Visited = true,		Leaks = true,	Fanin = 4,	Fanout = 1,	Level = 2	KIF = 3 	Adj. Tag = 22
Node G569gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 24	KIF = 28 	Adj. Tag = 191
Node G597gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 27	KIF = 33 	Adj. Tag = 224
Node G606gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 26	KIF = 31 	Adj. Tag = 214
Node G616gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 26	KIF = 31 	Adj. Tag = 215
Node G625gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 26	KIF = 30 	Adj. Tag = 215
Node G632gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 24	KIF = 26 	Adj. Tag = 191
Node G660gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 27	KIF = 46 	Adj. Tag = 224
Node G661gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 27	KIF = 44 	Adj. Tag = 225
Node G662gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 29	KIF = 35 	Adj. Tag = 245
Node G670gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 29	KIF = 34 	Adj. Tag = 245
Node G678gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 28	KIF = 32 	Adj. Tag = 233
Node G687gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 4,	Level = 28	KIF = 32 	Adj. Tag = 234
Node G735gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 31	KIF = 36 	Adj. Tag = 258
Node G767gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 28	KIF = 47 	Adj. Tag = 234
Node G768gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 28	KIF = 45 	Adj. Tag = 235
Node G811gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 30	KIF = 32 	Adj. Tag = 252
Node G815gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 3,	Level = 32	KIF = 63 	Adj. Tag = 261
Node G826gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 32	KIF = 40 	Adj. Tag = 261
Node G829gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 32	KIF = 33 	Adj. Tag = 262
Node G837gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 34	KIF = 43 	Adj. Tag = 270
Node G838gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 32	KIF = 36 	Adj. Tag = 262
Node G839gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 31	KIF = 34 	Adj. Tag = 258
Node G840gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 34	KIF = 34 	Adj. Tag = 271
Node G841gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 34	KIF = 73 	Adj. Tag = 271
Node G845gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 33	KIF = 49 	Adj. Tag = 267
Node G846gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 36	KIF = 44 	Adj. Tag = 280
Node G847gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 34	KIF = 37 	Adj. Tag = 272
Node G848gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 33	KIF = 35 	Adj. Tag = 267
Node G849gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 36	KIF = 77 	Adj. Tag = 280
Node G850gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 35	KIF = 35 	Adj. Tag = 275
Node G854gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 35	KIF = 53 	Adj. Tag = 275
Node G855gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 38	KIF = 45 	Adj. Tag = 288
Node G856gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 36	KIF = 38 	Adj. Tag = 281
Node G857gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 35	KIF = 36 	Adj. Tag = 276
Node G858gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 38	KIF = 78 	Adj. Tag = 288
Node G859gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 37	KIF = 76 	Adj. Tag = 283
Node G860gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 35	KIF = 65 	Adj. Tag = 276
Node G861gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 35	KIF = 56 	Adj. Tag = 277
Node G862gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 37	KIF = 54 	Adj. Tag = 284
Node G863gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 39	KIF = 46 	Adj. Tag = 290
Node G864gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 37	KIF = 39 	Adj. Tag = 284
Node G865gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 36	KIF = 37 	Adj. Tag = 281
Node G866gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 39	KIF = 79 	Adj. Tag = 290
Node G867gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 39	KIF = 80 	Adj. Tag = 291
Node G868gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 37	KIF = 69 	Adj. Tag = 285
Node G869gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 37	KIF = 60 	Adj. Tag = 285
Node G870gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 39	KIF = 55 	Adj. Tag = 291
Node G871gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 41	KIF = 81 	Adj. Tag = 295
Node G872gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 39	KIF = 70 	Adj. Tag = 292
Node G873gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 39	KIF = 61 	Adj. Tag = 292
Node G874gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 40	KIF = 56 	Adj. Tag = 295
Node G875gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 43	KIF = 82 	Adj. Tag = 299
Node G876gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 41	KIF = 71 	Adj. Tag = 296
Node G877gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 2,	Level = 41	KIF = 62 	Adj. Tag = 296
Node G878gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 44	KIF = 83 	Adj. Tag = 300
Node G879gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 42	KIF = 72 	Adj. Tag = 298
Node G880gat$enc:	Gate = XOR,	Visited = false,	Leaks = false,	Fanin = 3,	Fanout = 1,	Level = 42	KIF = 63 	Adj. Tag = 299
#
#Scan Time: 0.209834
#PIs: 282
#POs: 26
#Total nodes in circuit: 600
#Nodes visited: 96
#Nodes leaking key information: 60
#abc 02> run
#
#Added adjoining gates to 60 nodes
#Adjoining Gate Add Runtime: 0.004767
#Final PIs: 282
#Final POs: 86
#abc 02> quit
